trade_id,symbol,price,volume,pct_change,circuit_alert,timestamp
47,BHARTIARTL,1479.79,540,-0.69,NORMAL,2026-09-20 12:23:14
48,RELIANCE,2969.31,1128,-0.36,NORMAL,2026-09-20 12:23:14
49,BHARTIARTL,1474.56,467,-1.04,NORMAL,2026-09-20 12:23:14
50,LT,3603.86,1847,-0.45,NORMAL,2026-09-20 12:23:15
51,ITC,518.51,381,5.82,TRIGGERED,2026-09-20 12:23:15
52,BHARTIARTL,1476.66,680,-0.9,NORMAL,2026-09-20 12:23:16
53,BHARTIARTL,1472.66,252,-1.16,NORMAL,2026-09-20 12:23:16
54,TCS,4118.1,775,-0.05,NORMAL,2026-09-20 12:23:16
55,SBIN,829.28,1494,1.13,NORMAL,2026-09-20 12:23:17
56,RELIANCE,2980.64,1478,0.02,NORMAL,2026-09-20 12:23:17
57,INFY,1823.15,1458,0.17,NORMAL,2026-09-20 12:23:18
58,LT,3599.99,694,-0.55,NORMAL,2026-09-20 12:23:18
59,RELIANCE,2986.86,37,0.23,NORMAL,2026-09-20 12:23:18
60,BHARTIARTL,1467.89,648,-1.48,NORMAL,2026-09-20 12:23:19
61,HDFCBANK,1648.83,1104,-0.07,NORMAL,2026-09-20 12:23:19
62,TATAMOTORS,1035.32,407,5.64,TRIGGERED,2026-09-20 12:23:20
63,INFY,1817.17,1695,-0.16,NORMAL,2026-09-20 12:23:20
64,ITC,519.58,1008,6.04,TRIGGERED,2026-09-20 12:23:20
65,ICICIBANK,1205.14,541,-0.4,NORMAL,2026-09-20 12:23:21
66,TATAMOTORS,1092.26,752,11.46,TRIGGERED,2026-09-20 12:23:21
67,BHARTIARTL,1470.15,848,-1.33,NORMAL,2026-09-20 12:23:22
68,LT,3605.72,1177,-0.39,NORMAL,2026-09-20 12:23:22
69,RELIANCE,2981.18,1366,0.04,NORMAL,2026-09-20 12:23:22
70,LT,3603.03,1900,-0.47,NORMAL,2026-09-20 12:23:23
71,INFY,1812.78,1943,-0.4,NORMAL,2026-09-20 12:23:23
72,BHARTIARTL,1474.7,1887,-1.03,NORMAL,2026-09-20 12:23:24
73,HDFCBANK,1652.59,34,0.16,NORMAL,2026-09-20 12:23:24
74,HDFCBANK,1657.61,1819,0.46,NORMAL,2026-09-20 12:23:24
75,HDFCBANK,1661.57,398,0.7,NORMAL,2026-09-20 12:23:25
76,HDFCBANK,1658.77,994,0.53,NORMAL,2026-09-20 12:23:25
77,HDFCBANK,1750.0,734,6.06,TRIGGERED,2026-09-20 12:23:26
78,ITC,548.16,1234,11.87,TRIGGERED,2026-09-20 12:23:26
79,LT,3801.2,1390,5.01,TRIGGERED,2026-09-20 12:23:26
80,INFY,1818.61,505,-0.08,NORMAL,2026-09-20 12:23:27
81,ITC,549.44,531,12.13,TRIGGERED,2026-09-20 12:23:27
82,TATAMOTORS,1090.37,1153,11.26,TRIGGERED,2026-09-20 12:23:28
83,ICICIBANK,1209.44,1787,-0.05,NORMAL,2026-09-20 12:23:28
84,SBIN,829.16,1212,1.12,NORMAL,2026-09-20 12:23:28
85,ICICIBANK,1211.35,722,0.11,NORMAL,2026-09-20 12:23:29
86,TATAMOTORS,1091.46,1148,11.37,TRIGGERED,2026-09-20 12:23:29
87,TCS,4108.64,1499,-0.28,NORMAL,2026-09-20 12:23:30
88,INFY,1813.62,724,-0.35,NORMAL,2026-09-20 12:23:30
89,BHARTIARTL,1473.97,1263,-1.08,NORMAL,2026-09-20 12:23:31
90,INFY,1816.62,1107,-0.19,NORMAL,2026-09-20 12:23:31
91,ITC,519.22,1801,5.96,TRIGGERED,2026-09-20 12:23:31
92,ICICIBANK,1214.36,513,0.36,NORMAL,2026-09-20 12:23:32
93,RELIANCE,2986.38,1756,0.21,NORMAL,2026-09-20 12:23:32
94,TATAMOTORS,1088.62,607,11.08,TRIGGERED,2026-09-20 12:23:33
95,TATAMOTORS,1086.26,1829,10.84,TRIGGERED,2026-09-20 12:23:33
96,TATAMOTORS,1082.8,1942,10.49,TRIGGERED,2026-09-20 12:23:33
97,ITC,520.83,1132,6.29,TRIGGERED,2026-09-20 12:23:34
98,ITC,519.93,997,6.11,TRIGGERED,2026-09-20 12:23:34
99,TATAMOTORS,1086.02,1104,10.82,TRIGGERED,2026-09-20 12:23:35
100,LT,3804.84,691,5.11,TRIGGERED,2026-09-20 12:23:35
101,ITC,520.29,933,6.18,TRIGGERED,2026-09-20 12:23:35
102,TCS,4094.14,1780,-0.63,NORMAL,2026-09-20 12:23:36
103,TATAMOTORS,1026.29,1843,4.72,NORMAL,2026-09-20 12:23:36
104,INFY,1819.21,707,-0.04,NORMAL,2026-09-20 12:23:37
105,BHARTIARTL,1468.15,1205,-1.47,NORMAL,2026-09-20 12:23:37
106,RELIANCE,2991.17,1996,0.37,NORMAL,2026-09-20 12:23:37
107,ICICIBANK,1214.54,917,0.38,NORMAL,2026-09-20 12:23:38
108,INFY,1816.82,1076,-0.17,NORMAL,2026-09-20 12:23:38
109,ITC,521.25,559,6.38,TRIGGERED,2026-09-20 12:23:39
110,RELIANCE,3000.74,69,0.7,NORMAL,2026-09-20 12:23:39
111,BHARTIARTL,1473.34,215,-1.12,NORMAL,2026-09-20 12:23:39
112,ITC,521.28,731,6.38,TRIGGERED,2026-09-20 12:23:40
113,TCS,4101.97,1208,-0.44,NORMAL,2026-09-20 12:23:40
114,TCS,4115.87,98,-0.1,NORMAL,2026-09-20 12:23:41
115,RELIANCE,3005.23,1039,0.85,NORMAL,2026-09-20 12:23:41
116,LT,3807.12,1938,5.17,TRIGGERED,2026-09-20 12:23:41
117,HDFCBANK,1753.6,673,6.28,TRIGGERED,2026-09-20 12:23:42
118,INFY,1815.1,1426,-0.27,NORMAL,2026-09-20 12:23:42
119,TCS,4122.85,1445,0.07,NORMAL,2026-09-20 12:23:43
120,ICICIBANK,1218.76,339,0.72,NORMAL,2026-09-20 12:23:43
121,ITC,522.9,1183,6.71,TRIGGERED,2026-09-20 12:23:44
122,LT,3804.29,778,5.09,TRIGGERED,2026-09-20 12:23:44
123,BHARTIARTL,1472.69,1980,-1.16,NORMAL,2026-09-20 12:23:44
124,LT,3809.5,52,5.23,TRIGGERED,2026-09-20 12:23:45
125,INFY,1817.02,696,-0.16,NORMAL,2026-09-20 12:23:45
126,ITC,520.93,1975,6.31,TRIGGERED,2026-09-20 12:23:46
127,ITC,519.14,459,5.95,TRIGGERED,2026-09-20 12:23:46
128,HDFCBANK,1751.76,106,6.17,TRIGGERED,2026-09-20 12:23:46
129,ICICIBANK,1216.83,1009,0.56,NORMAL,2026-09-20 12:23:47
130,LT,3800.71,1919,4.99,NORMAL,2026-09-20 12:23:47
131,INFY,1823.64,1777,0.2,NORMAL,2026-09-20 12:23:48
132,TCS,4123.74,467,0.09,NORMAL,2026-09-20 12:23:48
133,RELIANCE,2997.22,1370,0.58,NORMAL,2026-09-20 12:23:48
134,ICICIBANK,1212.75,1480,0.23,NORMAL,2026-09-20 12:23:49
135,ITC,518.27,553,5.77,TRIGGERED,2026-09-20 12:23:49
136,SBIN,826.89,174,0.84,NORMAL,2026-09-20 12:23:50
137,ICICIBANK,1208.44,1714,-0.13,NORMAL,2026-09-20 12:23:50
138,ICICIBANK,1205.94,864,-0.34,NORMAL,2026-09-20 12:23:50
139,SBIN,824.12,1630,0.5,NORMAL,2026-09-20 12:23:51
140,TCS,4139.46,220,0.47,NORMAL,2026-09-20 12:23:51
141,RELIANCE,3004.52,646,0.82,NORMAL,2026-09-20 12:23:52
142,HDFCBANK,1753.36,1052,6.26,TRIGGERED,2026-09-20 12:23:52
143,HDFCBANK,1749.24,1861,6.01,TRIGGERED,2026-09-20 12:23:52
144,TCS,4151.75,279,0.77,NORMAL,2026-09-20 12:23:53
145,LT,3788.39,147,4.65,NORMAL,2026-09-20 12:23:53
146,TCS,4144.75,1987,0.6,NORMAL,2026-09-20 12:23:54
147,ITC,519.45,698,6.01,TRIGGERED,2026-09-20 12:23:54
148,TATAMOTORS,1022.59,1155,4.35,NORMAL,2026-09-20 12:23:54
149,TATAMOTORS,1022.84,364,4.37,NORMAL,2026-09-20 12:23:55
150,LT,3783.96,1699,4.53,NORMAL,2026-09-20 12:23:55
151,SBIN,825.49,328,0.67,NORMAL,2026-09-20 12:23:56
152,RELIANCE,3008.18,1464,0.95,NORMAL,2026-09-20 12:23:56
153,TATAMOTORS,1079.1,314,10.11,TRIGGERED,2026-09-20 12:23:56
154,SBIN,823.33,1584,0.41,NORMAL,2026-09-20 12:23:57
155,HDFCBANK,1756.08,1608,6.43,TRIGGERED,2026-09-20 12:23:57
156,TCS,4144.6,1945,0.6,NORMAL,2026-09-20 12:23:58
157,LT,3575.84,843,-1.22,NORMAL,2026-09-20 12:23:58
158,SBIN,821.4,105,0.17,NORMAL,2026-09-20 12:23:58
159,INFY,1820.6,1507,0.03,NORMAL,2026-09-20 12:23:59
160,LT,3568.89,1922,-1.41,NORMAL,2026-09-20 12:23:59
161,TCS,4140.01,1799,0.49,NORMAL,2026-09-20 12:24:00
162,TCS,4134.03,830,0.34,NORMAL,2026-09-20 12:24:00
163,HDFCBANK,1761.14,422,6.74,TRIGGERED,2026-09-20 12:24:00
164,HDFCBANK,1757.29,664,6.5,TRIGGERED,2026-09-20 12:24:01
165,RELIANCE,3010.94,923,1.04,NORMAL,2026-09-20 12:24:01
166,ITC,518.52,697,5.82,TRIGGERED,2026-09-20 12:24:02
167,RELIANCE,3008.44,651,0.95,NORMAL,2026-09-20 12:24:02
168,RELIANCE,3002.43,482,0.75,NORMAL,2026-09-20 12:24:02
169,TCS,4126.25,596,0.15,NORMAL,2026-09-20 12:24:03
170,INFY,1720.47,408,-5.47,TRIGGERED,2026-09-20 12:24:03
171,ITC,518.16,1402,5.75,TRIGGERED,2026-09-20 12:24:04
172,ICICIBANK,1210.56,811,0.05,NORMAL,2026-09-20 12:24:04
173,ITC,516.56,1777,5.42,TRIGGERED,2026-09-20 12:24:05
174,TATAMOTORS,1079.27,1411,10.13,TRIGGERED,2026-09-20 12:24:05
175,ICICIBANK,1206.03,196,-0.33,NORMAL,2026-09-20 12:24:05
176,TCS,4134.96,1960,0.36,NORMAL,2026-09-20 12:24:06
177,INFY,1720.06,320,-5.49,TRIGGERED,2026-09-20 12:24:06
178,TATAMOTORS,1079.16,872,10.12,TRIGGERED,2026-09-20 12:24:07
179,RELIANCE,3007.31,815,0.92,NORMAL,2026-09-20 12:24:07
180,LT,3575.3,1967,-1.23,NORMAL,2026-09-20 12:24:07
181,LT,3579.45,544,-1.12,NORMAL,2026-09-20 12:24:08
182,HDFCBANK,1759.57,1797,6.64,TRIGGERED,2026-09-20 12:24:08
183,ICICIBANK,1202.89,1573,-0.59,NORMAL,2026-09-20 12:24:09
184,INFY,1715.69,656,-5.73,TRIGGERED,2026-09-20 12:24:09
185,HDFCBANK,1758.13,365,6.55,TRIGGERED,2026-09-20 12:24:09
186,TCS,4130.24,946,0.25,NORMAL,2026-09-20 12:24:10
187,BHARTIARTL,1475.13,848,-1.0,NORMAL,2026-09-20 12:24:10
188,ITC,516.15,1253,5.34,TRIGGERED,2026-09-20 12:24:11
189,HDFCBANK,1762.82,1755,6.84,TRIGGERED,2026-09-20 12:24:11
190,INFY,1709.71,348,-6.06,TRIGGERED,2026-09-20 12:24:11
191,BHARTIARTL,1472.61,939,-1.17,NORMAL,2026-09-20 12:24:12
192,BHARTIARTL,1476.76,1156,-0.89,NORMAL,2026-09-20 12:24:12
193,BHARTIARTL,1477.86,1110,-0.81,NORMAL,2026-09-20 12:24:13
194,RELIANCE,3000.03,266,0.67,NORMAL,2026-09-20 12:24:13
195,TCS,4119.8,1455,-0.0,NORMAL,2026-09-20 12:24:13
196,SBIN,820.92,654,0.11,NORMAL,2026-09-20 12:24:14
197,BHARTIARTL,1474.44,973,-1.04,NORMAL,2026-09-20 12:24:14
198,TCS,4109.94,1894,-0.24,NORMAL,2026-09-20 12:24:15
199,TCS,4111.23,1834,-0.21,NORMAL,2026-09-20 12:24:15
200,RELIANCE,3004.32,73,0.82,NORMAL,2026-09-20 12:24:15
201,INFY,1710.48,1744,-6.02,TRIGGERED,2026-09-20 12:24:16
202,LT,3574.37,1374,-1.26,NORMAL,2026-09-20 12:24:16
203,TCS,4095.53,133,-0.59,NORMAL,2026-09-20 12:24:17
204,TCS,4107.23,788,-0.31,NORMAL,2026-09-20 12:24:17
205,BHARTIARTL,1479.95,458,-0.67,NORMAL,2026-09-20 12:24:17
206,ITC,517.54,1867,5.62,TRIGGERED,2026-09-20 12:24:18
207,RELIANCE,3008.5,607,0.96,NORMAL,2026-09-20 12:24:18
208,ICICIBANK,1200.56,205,-0.78,NORMAL,2026-09-20 12:24:19
209,ICICIBANK,1196.04,1454,-1.15,NORMAL,2026-09-20 12:24:19
210,ICICIBANK,1198.27,1734,-0.97,NORMAL,2026-09-20 12:24:19
211,HDFCBANK,1766.46,1348,7.06,TRIGGERED,2026-09-20 12:24:20
212,LT,3576.98,1256,-1.19,NORMAL,2026-09-20 12:24:20
213,ITC,516.8,930,5.47,TRIGGERED,2026-09-20 12:24:21
214,BHARTIARTL,1477.86,1051,-0.81,NORMAL,2026-09-20 12:24:21
215,INFY,1715.01,1666,-5.77,TRIGGERED,2026-09-20 12:24:21
216,TATAMOTORS,1082.89,1091,10.5,TRIGGERED,2026-09-20 12:24:22
217,SBIN,820.77,1957,0.09,NORMAL,2026-09-20 12:24:22
218,TATAMOTORS,1083.05,642,10.52,TRIGGERED,2026-09-20 12:24:23
219,BHARTIARTL,1472.71,1545,-1.16,NORMAL,2026-09-20 12:24:23
220,SBIN,821.94,497,0.24,NORMAL,2026-09-20 12:24:23
221,TATAMOTORS,1082.16,868,10.42,TRIGGERED,2026-09-20 12:24:24
222,SBIN,819.53,240,-0.06,NORMAL,2026-09-20 12:24:24
223,TCS,4123.43,255,0.08,NORMAL,2026-09-20 12:24:25
224,SBIN,818.24,921,-0.21,NORMAL,2026-09-20 12:24:25
225,RELIANCE,3010.68,149,1.03,NORMAL,2026-09-20 12:24:25
226,HDFCBANK,1762.72,713,6.83,TRIGGERED,2026-09-20 12:24:26
227,ITC,516.49,1675,5.41,TRIGGERED,2026-09-20 12:24:26
228,TCS,4136.89,1158,0.41,NORMAL,2026-09-20 12:24:27
229,SBIN,819.62,1077,-0.05,NORMAL,2026-09-20 12:24:27
230,HDFCBANK,1766.9,1622,7.08,TRIGGERED,2026-09-20 12:24:27
231,ITC,515.44,1438,5.19,TRIGGERED,2026-09-20 12:24:28
232,TCS,4143.97,1543,0.58,NORMAL,2026-09-20 12:24:28
233,HDFCBANK,1763.21,906,6.86,TRIGGERED,2026-09-20 12:24:29
234,HDFCBANK,1759.74,175,6.65,TRIGGERED,2026-09-20 12:24:29
235,RELIANCE,3016.94,1538,1.24,NORMAL,2026-09-20 12:24:29
236,RELIANCE,3022.13,531,1.41,NORMAL,2026-09-20 12:24:30
237,RELIANCE,3019.0,1403,1.31,NORMAL,2026-09-20 12:24:30
238,LT,3582.88,656,-1.03,NORMAL,2026-09-20 12:24:31
239,LT,3579.98,34,-1.11,NORMAL,2026-09-20 12:24:31
240,TATAMOTORS,1079.19,1382,10.12,TRIGGERED,2026-09-20 12:24:31
241,ITC,516.37,1498,5.38,TRIGGERED,2026-09-20 12:24:32
242,ITC,517.21,1421,5.55,TRIGGERED,2026-09-20 12:24:32
243,RELIANCE,3018.49,73,1.29,NORMAL,2026-09-20 12:24:33
244,ITC,517.94,1888,5.7,TRIGGERED,2026-09-20 12:24:33
245,TCS,4148.48,656,0.69,NORMAL,2026-09-20 12:24:33
246,HDFCBANK,1763.49,798,6.88,TRIGGERED,2026-09-20 12:24:34
247,LT,3586.76,1274,-0.92,NORMAL,2026-09-20 12:24:34
248,ITC,517.39,846,5.59,TRIGGERED,2026-09-20 12:24:35
249,BHARTIARTL,1471.18,748,-1.26,NORMAL,2026-09-20 12:24:35
250,INFY,1718.71,736,-5.57,TRIGGERED,2026-09-20 12:24:35
251,TCS,4156.29,1053,0.88,NORMAL,2026-09-20 12:24:36
252,RELIANCE,3008.91,1042,0.97,NORMAL,2026-09-20 12:24:36
253,TCS,3927.69,1941,-4.67,NORMAL,2026-09-20 12:24:37
254,BHARTIARTL,1476.14,260,-0.93,NORMAL,2026-09-20 12:24:37
255,INFY,1715.07,1765,-5.77,TRIGGERED,2026-09-20 12:24:38
256,HDFCBANK,1666.5,816,1.0,NORMAL,2026-09-20 12:24:38
257,INFY,1710.77,1998,-6.0,TRIGGERED,2026-09-20 12:24:38
258,INFY,1711.41,553,-5.97,TRIGGERED,2026-09-20 12:24:39
259,RELIANCE,3010.44,1198,1.02,NORMAL,2026-09-20 12:24:39
260,LT,3592.3,1794,-0.77,NORMAL,2026-09-20 12:24:40
261,SBIN,818.15,544,-0.23,NORMAL,2026-09-20 12:24:40
262,SBIN,819.05,731,-0.12,NORMAL,2026-09-20 12:24:40
263,HDFCBANK,1665.54,1357,0.94,NORMAL,2026-09-20 12:24:41
264,RELIANCE,3015.88,1026,1.2,NORMAL,2026-09-20 12:24:41
265,LT,3579.07,1135,-1.13,NORMAL,2026-09-20 12:24:42
266,TCS,3915.3,1845,-4.97,NORMAL,2026-09-20 12:24:42
267,ICICIBANK,1193.79,1712,-1.34,NORMAL,2026-09-20 12:24:42
268,BHARTIARTL,1475.22,1993,-0.99,NORMAL,2026-09-20 12:24:43
269,SBIN,819.56,418,-0.05,NORMAL,2026-09-20 12:24:43
270,TCS,3916.38,38,-4.94,NORMAL,2026-09-20 12:24:44
271,TATAMOTORS,1076.35,1199,9.83,TRIGGERED,2026-09-20 12:24:44
272,INFY,1714.6,1606,-5.79,TRIGGERED,2026-09-20 12:24:44
273,INFY,1716.57,938,-5.68,TRIGGERED,2026-09-20 12:24:45
274,RELIANCE,3011.38,1279,1.05,NORMAL,2026-09-20 12:24:45
275,TATAMOTORS,1073.92,360,9.58,TRIGGERED,2026-09-20 12:24:46
276,SBIN,820.69,487,0.08,NORMAL,2026-09-20 12:24:46
277,ITC,516.74,190,5.46,TRIGGERED,2026-09-20 12:24:46
278,TCS,3912.65,688,-5.03,TRIGGERED,2026-09-20 12:24:47
279,TATAMOTORS,1073.71,748,9.56,TRIGGERED,2026-09-20 12:24:47
280,ITC,517.99,1804,5.71,TRIGGERED,2026-09-20 12:24:48
281,INFY,1716.59,1518,-5.68,TRIGGERED,2026-09-20 12:24:48
282,HDFCBANK,1667.52,1726,1.06,NORMAL,2026-09-20 12:24:48
283,LT,3591.19,1046,-0.8,NORMAL,2026-09-20 12:24:49
284,ICICIBANK,1192.0,1650,-1.49,NORMAL,2026-09-20 12:24:49
285,ICICIBANK,1194.29,766,-1.3,NORMAL,2026-09-20 12:24:50
286,SBIN,820.2,862,0.02,NORMAL,2026-09-20 12:24:50
287,TATAMOTORS,1014.66,587,3.54,NORMAL,2026-09-20 12:24:50
288,TATAMOTORS,1010.8,975,3.14,NORMAL,2026-09-20 12:24:51
289,BHARTIARTL,1475.28,1305,-0.99,NORMAL,2026-09-20 12:24:51
290,LT,3583.89,232,-1.0,NORMAL,2026-09-20 12:24:52
291,HDFCBANK,1672.71,1126,1.38,NORMAL,2026-09-20 12:24:52
292,HDFCBANK,1675.69,1111,1.56,NORMAL,2026-09-20 12:24:52
293,LT,3584.6,1739,-0.98,NORMAL,2026-09-20 12:24:53
294,HDFCBANK,1679.57,1877,1.79,NORMAL,2026-09-20 12:24:53
295,HDFCBANK,1681.07,1953,1.88,NORMAL,2026-09-20 12:24:54
296,RELIANCE,3009.88,1436,1.0,NORMAL,2026-09-20 12:24:54
297,ICICIBANK,1192.8,1552,-1.42,NORMAL,2026-09-20 12:24:54
298,TCS,3921.86,1140,-4.81,NORMAL,2026-09-20 12:24:55
299,RELIANCE,3000.57,490,0.69,NORMAL,2026-09-20 12:24:55
300,TCS,3909.75,904,-5.1,TRIGGERED,2026-09-20 12:24:56
301,INFY,1717.72,777,-5.62,TRIGGERED,2026-09-20 12:24:56
302,TCS,3909.9,1393,-5.1,TRIGGERED,2026-09-20 12:24:56
303,TCS,3915.4,905,-4.97,NORMAL,2026-09-20 12:24:57
304,LT,3584.52,199,-0.98,NORMAL,2026-09-20 12:24:57
305,RELIANCE,2835.54,616,-4.85,NORMAL,2026-09-20 12:24:58
306,ICICIBANK,1196.49,395,-1.12,NORMAL,2026-09-20 12:24:58
307,BHARTIARTL,1471.08,1341,-1.27,NORMAL,2026-09-20 12:24:58
308,TCS,3926.36,1335,-4.7,NORMAL,2026-09-20 12:24:59
309,INFY,1812.19,857,-0.43,NORMAL,2026-09-20 12:24:59
310,TATAMOTORS,955.21,754,-2.53,NORMAL,2026-09-20 12:25:00
311,ICICIBANK,1196.74,696,-1.1,NORMAL,2026-09-20 12:25:00
312,TCS,3933.09,374,-4.54,NORMAL,2026-09-20 12:25:00
313,INFY,1808.49,608,-0.63,NORMAL,2026-09-20 12:25:01
314,ICICIBANK,1196.26,212,-1.14,NORMAL,2026-09-20 12:25:01
315,ICICIBANK,1200.7,905,-0.77,NORMAL,2026-09-20 12:25:02
316,RELIANCE,2825.37,1761,-5.19,TRIGGERED,2026-09-20 12:25:02
317,BHARTIARTL,1467.07,1798,-1.54,NORMAL,2026-09-20 12:25:02
318,SBIN,817.97,1590,-0.25,NORMAL,2026-09-20 12:25:03
319,SBIN,818.19,679,-0.22,NORMAL,2026-09-20 12:25:03
320,SBIN,817.82,57,-0.27,NORMAL,2026-09-20 12:25:04
321,LT,3597.38,1510,-0.62,NORMAL,2026-09-20 12:25:04
322,HDFCBANK,1684.86,1338,2.11,NORMAL,2026-09-20 12:25:04
323,LT,3608.12,1872,-0.33,NORMAL,2026-09-20 12:25:05
324,TCS,4149.41,1038,0.71,NORMAL,2026-09-20 12:25:05
325,INFY,1807.43,105,-0.69,NORMAL,2026-09-20 12:25:06
326,TATAMOTORS,952.96,1144,-2.76,NORMAL,2026-09-20 12:25:06
327,HDFCBANK,1681.41,887,1.9,NORMAL,2026-09-20 12:25:06
328,TATAMOTORS,951.37,856,-2.92,NORMAL,2026-09-20 12:25:07
329,ITC,517.37,1497,5.59,TRIGGERED,2026-09-20 12:25:07
330,RELIANCE,2815.48,1782,-5.52,TRIGGERED,2026-09-20 12:25:08
331,LT,3613.58,1851,-0.18,NORMAL,2026-09-20 12:25:08
332,ITC,517.98,1892,5.71,TRIGGERED,2026-09-20 12:25:08
333,INFY,1807.3,1634,-0.7,NORMAL,2026-09-20 12:25:09
334,TATAMOTORS,950.02,1976,-3.06,NORMAL,2026-09-20 12:25:09
335,RELIANCE,2808.85,954,-5.74,TRIGGERED,2026-09-20 12:25:10
336,INFY,1803.63,1677,-0.9,NORMAL,2026-09-20 12:25:10
337,RELIANCE,2963.34,710,-0.56,NORMAL,2026-09-20 12:25:10
338,ITC,517.64,1600,5.64,TRIGGERED,2026-09-20 12:25:11
339,SBIN,818.72,1763,-0.16,NORMAL,2026-09-20 12:25:11
340,LT,3623.33,1944,0.09,NORMAL,2026-09-20 12:25:12
341,ICICIBANK,1134.66,387,-6.23,TRIGGERED,2026-09-20 12:25:12
342,ICICIBANK,1136.25,295,-6.1,TRIGGERED,2026-09-20 12:25:13
343,ICICIBANK,1136.87,1153,-6.04,TRIGGERED,2026-09-20 12:25:13
344,SBIN,819.3,1897,-0.09,NORMAL,2026-09-20 12:25:13
345,ITC,515.99,1030,5.3,TRIGGERED,2026-09-20 12:25:14
346,INFY,1798.75,1165,-1.17,NORMAL,2026-09-20 12:25:14
347,INFY,1897.68,743,4.27,NORMAL,2026-09-20 12:25:15
348,LT,3636.34,1522,0.45,NORMAL,2026-09-20 12:25:15
349,BHARTIARTL,1471.6,132,-1.23,NORMAL,2026-09-20 12:25:15
350,ITC,517.45,1072,5.6,TRIGGERED,2026-09-20 12:25:16
351,TCS,4150.25,734,0.73,NORMAL,2026-09-20 12:25:16
352,TATAMOTORS,950.07,703,-3.05,NORMAL,2026-09-20 12:25:17
353,BHARTIARTL,1475.07,933,-1.0,NORMAL,2026-09-20 12:25:17
354,ITC,515.68,1768,5.24,TRIGGERED,2026-09-20 12:25:17
355,HDFCBANK,1682.62,356,1.98,NORMAL,2026-09-20 12:25:18
